-10.59626,-9.178916,-10.23872,-8.804338,-11.32546,-8.884777,-9.617508,-10.7466,-9.176025,-11.07035,-10.19372,-8.554767,-9.880353,-8.476803,-9.724899,-8.685555,-9.75236,-8.929904,-9.773476,-8.461691,-10.2891,-9.853862,-9.425755,-8.991518,-9.118549,-8.522501,-10.53354,-8.495412,-9.997794,-8.639895,-9.799468,-9.88676,-8.291327,-8.933354,-9.621552,-10.45317,-8.494352,-9.615518,-9.324485,-9.72212,-9.892412,-9.438352,-9.436701,-9.143205,-9.449623,-9.241057,-7.95437,-9.339127,-9.493002,-10.759,-9.071842,-9.020564,-9.263051,-9.186001,-9.800792,-8.576402,-8.851677,-6.889221,-8.18033,-10.13006,-9.057297,-9.065234,-7.835096,-9.818327,-9.413696,-9.076462,-9.406636,-8.864943,-8.744839,-8.888217,-7.200245,-10.07367,-9.161854,-8.195933,-9.114929,-9.958661,-9.219693,-10.07278,-8.345468,-8.686984,-10.3551,-9.357795,-9.974708,-8.951104,-9.942217,-10.16981,-9.586802,-9.951427,-10.37591,-9.110422,-9.889566,-8.602644,-9.584301,-10.44165,-9.81296,-9.490751,-9.65963,-9.159124,-8.917536,-10.33803
-11.45301,-9.864841,-10.67937,-10.42648,-13.62195,-13.72011,-12.89979,-8.36802,-10.82984,-12.06781,-12.48692,-13.43894,-7.484428,-12.62226,-7.958424,-11.38074,-10.48174,-12.63022,-14.58946,-13.33425,-14.40146,-12.52258,-12.20019,-10.26268,-12.12186,-13.24685,-15.14443,-14.24862,-13.61272,-11.92903,-13.55631,-14.93549,-9.69847,-12.62169,-14.82537,-14.75676,-9.634924,-13.23356,-13.71714,-13.14822,-11.48957,-13.98643,-11.28219,-9.205615,-12.60925,-12.08535,-13.86072,-13.77505,-14.55756,-15.20891,-10.94813,-11.80282,-15.10602,-13.88941,-11.50689,-13.52461,-10.49233,-8.93174,-11.98107,-9.606291,-14.05911,-15.31906,-12.81831,-9.624047,-13.67418,-14.89597,-11.47041,-14.89463,-14.54219,-13.14819,-13.66883,-15.75604,-15.73255,-12.63282,-13.75111,-15.76696,-15.51836,-15.83529,-14.37371,-14.97502,-14.69506,-14.66051,-15.36547,-14.6083,-14.90487,-14.16949,-15.02541,-15.26521,-16.31165,-15.12777,-15.38366,-14.95226,-15.30165,-15.28129,-14.28223,-15.26879,-14.75125,-13.98171,-13.88035,-13.44652
-6.538361,-6.920835,-4.909011,-3.017156,-9.879887,-7.253922,-5.454426,-7.473082,-3.460814,-5.883155,-7.514179,-8.010809,-6.936989,-8.147191,-6.360732,-3.885184,-6.821321,-7.162562,-7.794107,-5.961401,-10.19943,-5.438838,-4.978259,-2.552862,-5.544975,-8.256149,-13.46729,-7.739213,-13.5283,-3.610964,-11.66149,-12.62307,-3.196209,-7.209568,-13.11481,-13.38486,-3.888791,-6.647789,-6.688664,-6.226394,-3.517855,-9.473777,-3.395214,-2.781953,-6.913801,-8.275455,-7.862378,-8.727339,-11.09698,-13.63652,-4.2297,-4.861854,-12.80869,-11.45531,-5.508794,-9.541148,-2.855083,-1.968654,-3.90429,-3.998923,-10.83705,-11.75322,-5.233014,-3.743179,-11.57826,-11.38775,-3.4901,-11.11978,-11.85303,-5.761361,-4.456957,-9.859521,-6.614548,-3.596048,-5.003374,-9.577929,-5.946347,-6.879051,-4.98362,-7.450009,-7.974698,-5.95667,-8.634381,-6.125279,-5.522199,-4.643676,-8.349936,-8.144279,-11.88627,-5.547564,-8.311529,-7.607795,-9.695483,-5.256701,-6.576666,-7.309606,-7.352011,-8.088618,-5.414289,-7.059937
-12.55515,-12.13864,-12.43407,-11.33665,-11.84123,-12.3156,-10.72009,-10.84134,-11.54248,-12.76683,-13.03623,-12.43337,-10.57664,-12.33138,-9.541039,-7.90382,-10.30833,-9.665944,-10.99454,-9.948296,-13.23622,-12.53025,-11.94805,-11.05891,-12.16218,-12.2733,-13.32636,-11.9413,-12.83233,-11.61575,-13.02248,-12.84801,-11.04852,-12.26858,-12.71088,-13.01776,-10.61431,-12.3229,-12.53698,-12.57832,-12.14886,-12.7262,-11.58186,-10.41046,-12.40496,-12.43118,-11.66709,-12.45061,-12.77662,-13.33911,-12.21192,-12.26116,-12.45983,-12.76472,-12.11822,-12.16868,-10.44419,-8.719,-11.22312,-11.71899,-12.6302,-12.42823,-11.0393,-11.72025,-12.733,-12.42086,-11.42625,-12.31764,-12.32874,-11.99563,-10.25488,-13.12571,-12.45092,-10.71543,-11.57341,-12.83037,-12.08413,-12.98211,-11.68169,-12.34715,-12.92018,-12.06658,-12.97217,-11.81121,-12.65252,-11.9499,-12.45635,-12.50366,-13.18121,-11.80943,-12.40621,-11.84975,-12.61118,-12.25659,-12.05553,-12.06287,-12.11062,-12.23787,-11.374,-13.0879
-6.730462,-9.025333,-6.627797,-5.753615,-6.561875,-11.71133,-5.186744,-5.622644,-4.625739,-7.146841,-10.50428,-12.39937,-5.271344,-13.01663,-4.309739,-3.306989,-7.628142,-5.682682,-6.66115,-5.251831,-13.35855,-9.076101,-7.136385,-3.626884,-9.162466,-12.7634,-13.67321,-10.14427,-13.70497,-5.996952,-13.35468,-13.70718,-4.120258,-12.31196,-13.45467,-12.87539,-4.165925,-8.404968,-11.57522,-8.326134,-4.880433,-13.77937,-5.03114,-2.894079,-9.046953,-12.24502,-11.89129,-10.88591,-13.11164,-14.35285,-7.880169,-9.105664,-14.57091,-13.95817,-7.196465,-12.93835,-3.265171,-2.268493,-5.729685,-3.53289,-13.23777,-13.01658,-7.250805,-3.90579,-14.38833,-13.24783,-5.181301,-13.24307,-13.74227,-9.571679,-5.539129,-13.17293,-10.54114,-4.493206,-7.685292,-12.86318,-8.330462,-9.841636,-8.684191,-12.19853,-10.58708,-6.643957,-11.83763,-6.377141,-7.656771,-4.859729,-10.92656,-9.392585,-12.77001,-5.802125,-9.288018,-9.565222,-11.41156,-5.944129,-7.525018,-8.505241,-8.346402,-10.99672,-6.435746,-10.37831
-17.05238,-17.04719,-16.84696,-16.6396,-13.75622,-17.40877,-13.83623,-10.56664,-17.003,-16.89167,-17.54953,-17.64213,-10.07659,-17.51077,-9.429505,-8.467467,-11.15541,-12.68583,-14.54593,-13.7676,-17.45033,-17.30459,-17.00429,-16.29183,-17.20378,-17.27996,-17.47874,-17.20962,-17.11377,-17.23845,-17.36657,-17.09664,-16.86278,-17.16091,-17.37945,-17.15361,-15.88362,-17.23142,-17.16191,-17.00676,-16.6937,-17.24338,-16.57771,-15.06185,-17.11702,-16.88935,-17.18327,-17.02526,-17.16656,-17.30031,-16.96385,-17.10864,-16.97523,-17.06518,-16.64717,-17.21462,-15.52188,-14.06777,-16.96405,-16.194,-17.2506,-17.37765,-16.7937,-15.99003,-17.41578,-17.2343,-16.53332,-17.10888,-17.1931,-17.10787,-15.58738,-17.48205,-17.19189,-15.32539,-15.26137,-16.9948,-16.56434,-17.22413,-16.58986,-17.23456,-16.86297,-16.53314,-17.31059,-16.61728,-16.82316,-15.95092,-16.93197,-16.97067,-17.6296,-16.4693,-16.9201,-16.78476,-17.32475,-16.54755,-16.52915,-16.9789,-16.58037,-16.73064,-15.80252,-17.01501
-2.942563,-2.074927,-2.55271,-2.019804,-4.200316,-2.625024,-3.002168,-3.796358,-2.04427,-3.473912,-3.235223,-2.771631,-3.32838,-2.653532,-3.255233,-3.194706,-4.058811,-3.430538,-3.720403,-2.989102,-3.547697,-2.627208,-2.859979,-2.418331,-2.455987,-2.731252,-4.210539,-3.007831,-3.504468,-2.0692,-3.033515,-3.688961,-1.818369,-3.190691,-3.507004,-4.01801,-2.217882,-3.067972,-2.997009,-2.64711,-2.156528,-3.378614,-2.580129,-2.29792,-2.57424,-2.796507,-3.004988,-2.970616,-3.321911,-4.022217,-2.022574,-2.284314,-4.051853,-3.110722,-2.820067,-2.696054,-2.291773,-2.169194,-2.26096,-2.512828,-2.734131,-3.570069,-2.456068,-2.208282,-3.789906,-3.543767,-2.461132,-3.625361,-3.232026,-3.11054,-2.37609,-3.937586,-3.318532,-2.264431,-2.999383,-4.221022,-3.234277,-3.301896,-2.77677,-3.259878,-3.54001,-2.904078,-4.032599,-2.636349,-2.36508,-3.261646,-4.005039,-3.79068,-4.521252,-2.868599,-4.020071,-3.399354,-3.778287,-3.664735,-3.611773,-3.615448,-3.765005,-3.383365,-2.899776,-2.902078
-10.92223,-12.20212,-11.47678,-10.26422,-13.70186,-13.81619,-8.199326,-8.456694,-8.364267,-11.90483,-14.35509,-14.55471,-7.321025,-14.66138,-5.735196,-5.273373,-11.13703,-6.820955,-9.786223,-7.46043,-15.80659,-13.58838,-10.10735,-8.497731,-12.6331,-14.4169,-15.53016,-10.90541,-15.32537,-9.995505,-15.14769,-14.57885,-8.273128,-14.35453,-15.14031,-15.27071,-6.245913,-11.80518,-14.04334,-13.26478,-9.830316,-14.84522,-9.270909,-5.901213,-11.49351,-13.64188,-11.67017,-11.93111,-14.06929,-15.44063,-13.71227,-13.77911,-15.50274,-14.31495,-11.09541,-13.64069,-5.798677,-3.99206,-8.489688,-6.570116,-14.84068,-13.37472,-7.470052,-8.00098,-15.81245,-14.47523,-9.409545,-12.83722,-14.93352,-12.09068,-4.956443,-14.3705,-13.2094,-7.978237,-11.19059,-14.24628,-10.84959,-13.29075,-11.01875,-14.26413,-13.24104,-8.196187,-14.38503,-7.976849,-12.64233,-6.711764,-13.13257,-10.73583,-12.97853,-7.165658,-11.27424,-11.04387,-12.35322,-7.961787,-9.184746,-9.520504,-9.03805,-13.2904,-7.70221,-14.50223
-8.484564,-5.377893,-7.42138,-6.061502,-7.125489,-10.7402,-7.939446,-10.16374,-9.93222,-9.843457,-9.168307,-8.112624,-6.313703,-7.898034,-7.577218,-8.320105,-7.784402,-9.978729,-12.4821,-10.68293,-8.564872,-7.951009,-10.18612,-7.348985,-7.159795,-7.404115,-9.934561,-13.36281,-9.182943,-9.471664,-8.075619,-13.58726,-6.797,-7.283386,-11.15476,-11.00604,-7.263919,-10.04999,-9.171798,-8.594121,-8.041252,-9.526073,-9.627241,-7.319635,-9.634907,-9.197593,-12.67093,-12.11173,-13.3041,-12.09419,-4.805212,-5.860532,-11.27958,-12.58605,-10.62334,-9.717639,-7.980103,-5.654094,-8.913403,-10.73292,-10.40558,-14.10248,-11.82493,-9.236245,-8.334634,-11.20584,-9.538278,-13.99237,-9.974356,-10.22547,-10.29332,-12.44549,-10.78462,-7.99636,-9.674988,-12.63938,-12.6201,-12.82331,-10.26148,-9.086546,-8.918177,-13.07882,-10.84368,-12.61185,-9.560436,-12.81236,-11.1003,-12.8999,-14.90232,-13.74634,-13.34511,-12.05915,-12.98085,-13.62755,-12.19564,-12.83422,-13.39689,-7.144537,-11.78282,-6.967587
-12.28421,-12.4007,-11.90985,-10.95772,-7.286208,-14.67237,-6.563962,-5.740688,-12.13829,-12.81304,-13.59433,-14.78414,-5.417876,-14.53956,-4.161542,-4.671011,-7.214881,-7.547138,-9.041722,-7.781404,-14.67169,-13.55948,-12.39334,-10.12067,-13.43569,-14.57879,-14.2051,-14.04517,-13.3138,-12.14564,-14.34461,-14.32224,-10.49834,-14.22534,-14.04532,-13.48858,-9.426957,-13.32619,-14.19009,-12.62498,-11.39105,-14.66666,-11.60597,-9.028161,-13.06467,-14.20645,-14.55171,-14.04739,-14.77392,-14.63694,-12.22346,-12.90477,-14.09535,-14.67999,-12.9116,-14.34102,-9.38989,-7.265542,-11.54563,-10.33878,-14.65391,-14.97158,-12.53517,-9.770516,-14.37398,-14.65649,-11.89917,-14.84007,-14.44258,-13.93571,-12.04603,-15.45466,-14.78714,-11.3231,-12.78657,-15.16959,-14.12918,-14.71184,-14.00346,-14.52572,-14.39333,-13.41923,-14.68229,-13.19943,-13.3973,-12.92882,-14.34632,-14.20488,-15.50171,-13.04879,-14.37059,-14.40662,-14.84709,-13.85861,-13.2383,-14.28047,-13.64008,-14.01261,-12.57874,-13.87523
